Codigo	Nome	Nome_iupac	Familia	Especie	Smile	HBA	HBD	Atividade_biologica	Localizacao	Localizacao_arquivo	massa_molecular	Formula_molecular	Logp	Referencia	Data	Datamod	Hora	Tipo
VE0BTA0SI	Acetato de Lupeol 	(3aS,11aR)-6,10-dimethyl-3-methylidene-2H,3H,3aH,4H,5H,8H,9H,11aH-cyclodeca[b]furan-2-one	ASTERACEAE	Ermanthus incanus (Less.) Less.	[H]C([H])=C1C(=O)O[C@]2([H])\C([H])=C(C([H])([H])[H])\C([H])([H])C([H])([H])\C([H])=C(C([H])([H])[H])\C([H])([H])C([H])([H])[C@@]12[H]	2	0	No Information.	Espécie com ampla distribuição nas regiões Central e Leste do Brasil, ocorrendo em áreas de cerrado, floresta secundária e caatinga.	Molecules\VE0BTA0SI.mol	232323	C15H20O2	2889	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fotoquímica e atividade biológica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 81.	2013-47-19	2014-27-30	15:57:19	Natural
VE0CTA0SI	Erematolideo A	(1S,3R,9S,12S,15R)-13,13-dihydroxy-3,7,12- trimethyl-10,14,16- trioxatetracyclo[7.5.1.1^{3,6}.0^{12,15}]hexadeca- 5,7-diene-4,11-dione	ASTERACEAE	Ermanthus incanus (Less.) Less.	[H]OC1(O[H])O[C@@]2([H])C([H])([H])[C@]3(OC(=C([H])C3=O)\C(C([H])([H])[H])=C([H])/[C@]3([H])OC(=O)[C@@]1(C([H])([H])[H])[C@]23[H])C([H])([H])[H]	7	2	No Information.	Espécie com ampla distribuição nas regiões Central e Leste do Brasil, ocorrendo em áreas de cerrado, floresta secundária e caatinga.	Molecules\VE0CTA0SI.mol	322313	C16H18O7	-327	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fotoquímica e atividade biológica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 81.	2013-47-19	2014-27-30	15:57:29	Natural
VE0DTA0SI	Tridecapentaineno glaucolideo B	[(1S,2R,4R,8S,10S)-8,10-bis(acetyloxy)-4,8- dimethyl-7,13-dioxo-3,14- dioxatricyclo[9.3.0.0^{2,4}]tetradec-11-en-12- yl]methyl acetate	ASTERACEAE	Lepidaploa chalybaea (Mart. Ex DC.) H. Rob.	[H]C([H])([H])C(=O)OC([H])([H])C1=C2[C@]([H])(OC1=O)[C@@]1([H])O[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])C(=O)[C@](OC(=O)C([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@]2([H])OC(=O)C([H])([H])[H]	10	0	No Information.	Planta com ampla distribuição na Bahia, ocorrendo principalmente em áreas com solos arenosos e com pouca absorção de água.	Molecules\VE0DTA0SI.mol	438429	C21H26O10	1165	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fotoquímica e atividade biológica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 83.	2013-47-19	2014-27-30	15:57:38	Natural
VE0ETA0SI	Acetofenona 1	1-{4-methyl-3-[(3E)-penta-1,3-dien-2- yl]phenyl}ethan-1-one 	ASTERACEAE	Platypodanthera melissifolia (DC.) M.R.King & H.Rob.	[H]C([H])=C(\C([H])=C(/[H])C([H])([H])[H])C1=C(C([H])=C([H])C(=C1[H])C(=O)C([H])([H])[H])C([H])([H])[H]	1	0	No Information.	Espécie endêmica do nordeste brasileiro, tendo ocorrência em alagoas, Bahia, Paraíba e Pernambuco. Nos campos rupestres do Pico das Almas (Bahia), a espécie ocorre em solo arenoso ou periodicamente inundado.	Molecules\VE0ETA0SI.mol	200281	C14H16O	3464	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fotoquímica e atividade biológica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 85.	2013-47-19	2014-27-30	15:57:47	Natural
VE0FTA0AF	Procumbetina	4S)-4-amino-5-{[5-hydroxy-3,6-dimethoxy-4-oxo-2- (2,3,4-trihydroxyphenyl)-4H-chromen-7-yl]oxy}-5- oxopentanoic acid 	ASTERACEAE	Tridax procumbens L.	[H]OC(=O)C([H])([H])C([H])([H])[C@]([H])(N([H])[H])C(=O)OC1=C([H])C2=C(C(=O)C(OC([H])([H])[H])=C(O2)C2=C(O[H])C(O[H])=C(O[H])C([H])=C2[H])C(O[H])=C1OC([H])([H])[H]	13	7	antibacterial,  anti-Trypanosoma cruzi, anti-inflammatory, healing and anticoagulant.	Espécie endêmica da América. Muito frequente em mata de encosta, áreas de pastagem e lavoura. Apresenta preferência por solos arenosos e secos. Utilizado comumente na medicina tradicional indiana como anticoagulante, tônico capilar, antifúngico, repelente de insetos, no catarro bronquial, desinterias e em curativos.	Molecules\VE0FTA0AF.mol	491405	C22H21NO12	155	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fotoquímica e atividade biológica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 86.	2013-47-19	2014-28-11	10:32:4	Natural
VE0GTA0AF	Lapachol	2-hydroxy-3-(3-methylbut-2-en-1-yl)-1,4- dihydronaphthalene-1,4-dione 	BIGNONIACEAE	Melloa quadrivalvis (Jacq.) A. H. Gentry	[H]OC1=C(C(=O)C2=C(C([H])=C([H])C([H])=C2[H])C1=O)C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H]	3	1	 Inhibit Cell (NCIH-29200).	Ocorre na América Tropical desde o México até a Argentina. No Brasil ocorre do Ceará a Rio Grande do Sul, raramente na Amazônia.	Molecules\VE0GTA0AF.mol	242274	C15H14O3	3.16	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fotoquímica e atividade biológica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 96.	2013-47-19	2014-27-30	16:0:22	Natural
VE0HTA0AF	Aucubina	(1S,4aR,5S,7aS)-5-hydroxy-7-(hydroxymethyl)- 1H,4aH,5H,7aH-cyclopenta[c]pyran-1-yl 2- aminoacetate 	BIGNONIACEAE	Pyrostegia venustra (Ker-Gawl.) Miers	[H]OC([H])([H])C1=C([H])[C@@]([H])(O[H])[C@]2([H])C([H])=C([H])O[C@@]([H])(OC(=O)C([H])([H])N([H])[H])[C@]12[H]	6	4	Antitumoral and Cytotoxicity	Esta espécie é reconhecida como nativa pelo menos no Brasil, Paraguai e Bolívia, porém sua ocorrência natural é obscura por ser uma espécie amplamente cultivada e naturalizada.	Molecules\VE0HTA0AF.mol	102018	C11H15NO5	-1241	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fotoquímica e atividade biológica. Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 98.	2013-47-19	2014-27-30	16:3:49	Natural
VE0ITA0AF	Nafto[2,3-b]-furano-4,9-diona-2-metil	2-methyl-4H,9H-naphtho[2,3-b]furan-4,9-dione	BIGNONIACEAE	Tabebuia aurea (Manso) Benth. & Hook. F. ex S. Moore	[H]C1=C(OC2=C1C(=O)C1=C(C([H])=C([H])C([H])=C1[H])C2=O)C([H])([H])[H]	3	0	Antimalarial, Antibacterial, Cytotoxic Uterine, Stimulant and Molluscicidal 	Espécie característica do cerrado brasileiro, também difundido nas florestas secas e savanas do sul a norte da Argentina, oeste da Bolívia e ocorrem disjuntas no sul do Suriname. Muito cultivada.	Molecules\VE0ITA0AF.mol	212204	C13H8O3	2563	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fotoquímica e atividade biológica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 101.	2013-47-19	2014-27-30	16:8:35	Natural
VE0JTA0AF	Nafto-(2,3-b)-furano-4,9-quinona-2-acetil	(3aR,9aR)-2-acetyl-6-methoxy-3aH,4H,9H,9aH- naphtho[2,3-b]furan-4,9-dione 	BIGNONIACEAE	Tabebuia ochracea (Cham.) Standl.	[H]C1=C(O[C@@]2([H])C(=O)C3=C(C([H])=C(OC([H])([H])[H])C([H])=C3[H])C(=O)[C@]12[H])C(=O)C([H])([H])[H]	5	0	Antimalarial, Antitumor and Cytotoxic.	É típica do cerrado da região centro-oeste do Brasil ou em áreas adjacentes, também ocorre fora do cerrado, mas raramente inserida em florestas densas.	Molecules\VE0JTA0AF.mol	272256	C15H12O5	1395	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fotoquímica e atividade biológica. Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 111.	2013-47-19	2014-27-30	16:9:49	Natural
VE0KTA0AF	Olivil	(3S,4R,5R)-5-(4-hydroxy-3-methoxyphenyl)-3-[(4- hydroxy-3 methoxyphenyl)methyl]-4- (hydroxymethyl)oxolan-3-ol 	BIGNONIACEAE	Tabebuia serratifolia (Vahl) G. Nicholson	[H]OC1=C([H])C([H])=C(C([H])=C1OC([H])([H])[H])[C@]1([H])OC([H])([H])[C@](O[H])(C([H])([H])C2=C([H])C(OC([H])([H])[H])=C(O[H])C([H])=C2[H])[C@]1([H])C([H])([H])O[H]	7	4	Antibacterial and Antihypertensive (ACE inhibition).	Ocorre na Colômbia, Bolívia, Guianas e sudeste do Brasil, principalmente na mata Atlântica brasileira. Na Amazônia ocorre em áreas de floresta sazonais com solo bem drenado, rico em nutrientes ou arenoso.	Molecules\VE0KTA0AF.mol	376405	C20H24O7	1386	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fotoquímica e atividade biológica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 113.	2013-47-19	2014-27-30	16:10:41	Natural
VE0LTA0SI	3β-Friedelinol	(3S,4R,4aS,6aS,6bR,8aR,12aR,12bS,14aS,14bS)- 4,4a,6b,8a,11,11,12b,14a-octamethyl- docosahydropicen-3-ol 	CELASTRACEAE	Maytenus truncata Reiss.	[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@]2([H])[C@](C([H])([H])[H])(C([H])([H])C([H])([H])[C@@]3([H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@]4([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]32C([H])([H])[H])[C@@]1([H])C([H])([H])[H]	1	1	No information.	Espécie citada para matas austro-orientais do Brasil.	Molecules\VE0LTA0SI.mol	428745	C30H52O	8039	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fotoquímica e atividade biológica. Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 160.	2013-47-19	2014-28-11	10:32:41	Natural
VE0MTA0SI	Ácido betulinico, 	(1R,2R,5S,8R,9S,10S,13R,14R,17S)-17-hydroxy- 1,2,14,18,18-pentamethyl-8-(prop-1-en-2- yl)pentacyclo[11.8.0.0^{2,10}.0^{5,9}.0^{14,19}]henicosane-5- carboxylic acid	CLUSIACEAE	Clusia nemorosa G. Mey	[H]OC(=O)[C@]12C([H])([H])C([H])([H])[C@@]([H])(C(=C([H])[H])C([H])([H])[H])[C@@]1([H])[C@]1([H])C([H])([H])C([H])([H])[C@]3([H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]4([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@]1(C([H])([H])[H])C([H])([H])C2([H])[H]	3	2	No information.	Ocorre em mata ciliar. Citada para Bahia e Acre.	Molecules\VE0MTA0SI.mol	456711	C30H48O3	7042	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fotoquímica e atividade biológica. Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 162.	2013-47-19	2014-28-11	10:33:0	Natural
VE0NTA0SI	Ácido crisofânico	1,8-dihydroxy-3-methyl-9,10-dihydroanthracene-9,10-dione	CLUSIACEAE	Vismia martiana Reichardt	[H]OC1=C2C(=O)C3=C(O[H])C([H])=C(C([H])=C3C(=O)C2=C([H])C([H])=C1[H])C([H])([H])[H]	4	2	No Information	Ocorre em mata, citada para Pará, Bahia, Minas Gerais, Rio de Janeiro.	Molecules\VE0NTA0SI.mol	254241	C15H10O4	3535	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do (et al.). Plantas da caatinga: perfil botânico, fotoquímica e atividade biológica. Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 164.	2013-47-19	2014-27-30	16:11:8	Natural
VE0OTA0AF	Ácido arjunolico	(4aS,6aS,6bR,8aS,9R,10R,11R,12aR,12bR,14bS)-10,11- dihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a- hexamethyl1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid 	COMBRETACEAE	Combretum leprosum Mart.	[H]OC(=O)[C@]12C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@@]1([H])C1=C([H])C([H])([H])[C@]3([H])[C@@]4(C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@](C([H])([H])[H])(C([H])([H])O[H])[C@@]4([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@]1(C([H])([H])[H])C([H])([H])C2([H])[H]	5	4	Antinocicepitiva, Molluscicide (Biomphalaria glabrata and B. straminea).	Citada para Bolívia, Paraguai e Brasil, neste último ocorrendo nos estados do Maranhão, Piauí, Ceará, Rio Grande do Norte, Bahia, Goiás, Mato Grosso do Sul, e Rio de Janeiro. Coletada em florestas semidecíduas na transição de Cerrado para Caatinga.	Molecules\VE0OTA0AF.mol	488709	C30H48O5	4634	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fotoquímica e atividade biológica. Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 176.	2013-47-19	2014-27-30	16:12:13	Natural
VE0PTA0AF	3β,6β,16β-triidroxilup-20(29)-eno	 (1R,2R,4S,5S,8R,9S,10S,13R,14R,17S,19S,20R)- 1,2,5,14,18,18-hexamethyl-8-(prop-1-en-2- yl)pentacyclo[11.8.0.0^{2,10}.0^{5,9}.0^{14,19}]henicosane- 4,17,20-triol 	COMBRETACEAE	Combretum leprosum Mart.	[H]O[C@]1([H])C([H])([H])[C@]2(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@@]3([H])[C@]4([H])[C@]([H])(C(=C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]([H])(O[H])C([H])([H])[C@@]23C([H])([H])[H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]12[H]	3	3	Antinocicepitiva and molluscicide.	"Citada para Bolívia, Paraguai e Brasil, neste último ocorrendo nos estados do Maranhão, Piauí, Ceará, Rio Grande do Norte, Bahia, Goiás, Mato Grosso do Sul, e Rio de Janeiro. Coletada em florestas semidecíduas na transição de Cerrado para Caatinga.


"	Molecules\VE0PTA0AF.mol	458727	C30H50O3	6509	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fitoquímica e atividade biológica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 176.	2013-47-19	2014-28-11	10:34:25	Natural
VE0QTA0AF	IsoipangulinaB	[(1R,7R,7aR)-7-{[2-(3-hydroxyphenyl)acetyl]oxy}- hexahydro-1H-pyrrolizin-1-yl]methyl (2S,3S)-2,3- dihydroxy-2-methylbutanoate 	CONVOLVULACEAE	Ipomoea hederifolia L.	[H]OC1=C([H])C(=C([H])C([H])=C1[H])C([H])([H])C(=O)O[C@]1([H])C([H])([H])C([H])([H])[N@]2C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])OC(=O)[C@](O[H])(C([H])([H])[H])[C@@]([H])(O[H])C([H])([H])[H])[C@]12[H]	8	3	Inhibition of the Enzyme Tyrosinase.	Distribui-se por toda a região tropical e subtropical, apesar de nativa da América. Hojé é subespontânea em diferentes regiões do globo, tem sido introduzida como ornamental, apresentando-se bem representada no semiárido. É bem caracterizada pelas flores, cujas pequenas sépalas apresentam um rostro subapical e a corola possui um longo estreito com o limbo expandido, plano e intensamente vermelho, e o estilete e filetes e exsertos.	Molecules\VE0QTA0AF.mol	407463	C21H29NO7	1509	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fitoquimica e atividade biológica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 186.	2013-47-19	2014-27-30	16:15:15	Natural
VE0RTA0AF	Isoipangulina A	(1R,7R,7aS)-7-({[(3S)-2,2,3-trihydroxybutanoyl]oxy}methyl)-hexahydro-1H- pyrrolizin-1-yl benzoate 	CONVOLVULACEAE	Ipomoea hederifolia L.	[H]O[C@@]([H])(C([H])([H])[H])C(O[H])(O[H])C(=O)OC([H])([H])[C@]1([H])C([H])([H])C([H])([H])[N@@]2C([H])([H])C([H])([H])[C@@]([H])(OC(=O)C3=C([H])C([H])=C([H])C([H])=C3[H])[C@]12[H]	8	3	Inhibition of the Enzyme Tyrosinase.	Distribui-se por toda a região tropical e subtropical, apesar de nativa da América. Hojé é subespontânea em diferentes regiões do globo, tem sido introduzida como ornamental, apresentando-se bem representada no semiárido. É bem caracterizada pelas flores, cujas pequenas sépalas apresentam um rostro subapical e a corola possui um longo estreito com o limbo expandido, plano e intensamente vermelho, e o estilete e filetes e exsertos.	Molecules\VE0RTA0AF.mol	379409	C19H25NO7	1121	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fitoquimica e atividade biológica.Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 186.	2013-47-19	2014-27-30	16:15:55	Natural
VE0STA0AF	Trans-Labda-8(17)-13-dien-15-ol	(2E)-5-[(1S,4aS,8aS)-5,5,8a-trimethyl-2- methylidene-decahydronaphthalen-1-yl]-3-methylpent-2- en-1-ol 	ERYTHROXYLACEAE	Erythroxylum deciduum A. St.-Hil.	[H]OC([H])([H])C(\[H])=C(/C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])C(=C([H])[H])C([H])([H])C([H])([H])[C@@]2([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H]	1	1	toxic.	Distribui-se pelos estados da Bahia, Distrito Federal, Goiás, Mato Grosso do Sul, Minas Gerais, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo, Piauí, Argentina, Paraguai e Peru. Encontrada em áreas de Cerrado (s.I.), matas ciliares e florestas estacionais.	Molecules\VE0STA0AF.mol	290491	C20H34O	5695	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fitoquimica e atividade biológica. Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 203.	2013-48-25	2014-28-11	10:35:21	Natural
VE0TTA0SI	Ent-17-Hidroxi-beier-15-en-1-ona	 (1R,4R,9R,10R,13R)-13-(hydroxymethyl)-5,5,9- trimethyltetracyclo[11.2.1.0^{1,10}.0^{4,9}]hexadec- 14-en-8-one 	ERYTHROXYLACEAE	Erythroxylum microphyllum A. St.-Hil.	[H]OC([H])([H])[C@@]12C([H])=C([H])[C@]3(C1([H])[H])C([H])([H])C([H])([H])[C@]1([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C(=O)[C@@]1(C([H])([H])[H])[C@]3([H])C([H])([H])C2([H])[H]	2	1	No Information.	Distribui-se pelos estados do Distrito Federal, Grande do Sul, Santa Catarina, São Paulo, Minas Gerais, Rio de Janeiro, Argentina, Bolívia e Paraguai. Ocorre em locais abertos, ensolarados, margem de estradas, terrenos constantemente queimados, campos, campos rupestres e áreas de cerrado (s.I.).	Molecules\VE0TTA0SI.mol	302458	C20H30O2	3364	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fitoquimica e atividade biológica. Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 205.	2013-48-25	2014-27-30	16:16:56	Natural
VE0UTA0SI	2β,19-Diidroxi-beier-15-em-1-ona	 (1R,4R,5R,7R,9S,10R,13S)-7-hydroxy-5- (hydroxymethyl)-5,9,13- trimethyltetracyclo[11.2.1.0^{1,10}.0^{4,9}]hexadec- 14-en-8-one 	ERYTHROXYLACEAE	Erythroxylum microphyllum A. St.-Hil.	[H]OC([H])([H])[C@]1(C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])C(=O)[C@@]2(C([H])([H])[H])[C@]3([H])C([H])([H])C([H])([H])[C@@]4(C([H])=C([H])[C@]3(C4([H])[H])C([H])([H])C([H])([H])[C@]12[H])C([H])([H])[H]	3	2	No Information.	Distribui-se pelos estados do Distrito Federal, Grande do Sul, Santa Catarina, São Paulo, Minas Gerais, Rio de Janeiro, Argentina, Bolívia e Paraguai. Ocorre em locais abertos, ensolarados, margem de estradas, terrenos constantemente queimados, campos, campos rupestres e áreas de cerrado (s.I.).	Molecules\VE0UTA0SI.mol	318457	C20H30O3	2448	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fitoquimica e atividade biológica. Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 205.	2013-48-25	2014-27-30	16:17:14	Natural
VE0VTA0SI	1β,19-Diidroxi-beier-15-em-2-ona	 (1R,4R,5R,8R,9R,10R,13S)-5-ethyl-8-hydroxy-5,9,13- trimethyltetracyclo[11.2.1.0^{1,10}.0^{4,9}]hexadec- 14-en-7-one 	ERYTHROXYLACEAE	Erythroxylum microphyllum A. St.-Hil.	[H]O[C@@]1([H])C(=O)C([H])([H])[C@@](C([H])([H])[H])(C([H])([H])C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]34C([H])=C([H])[C@](C([H])([H])[H])(C3([H])[H])C([H])([H])C([H])([H])[C@@]4([H])[C@]12C([H])([H])[H]	2	1	No Information.	Distribui-se pelos estados do Distrito Federal, Grande do Sul, Santa Catarina, São Paulo, Minas Gerais, Rio de Janeiro, Argentina, Bolívia e Paraguai. Ocorre em locais abertos, ensolarados, margem de estradas, terrenos constantemente queimados, campos, campos rupestres e áreas de cerrado (s.I.).	Molecules\VE0VTA0SI.mol	316485	C21H32O2	3959	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fitoquimica e atividade biológica. Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 205.	2013-48-25	2014-27-30	16:17:25	Natural
VE0WTA0SI	2,17-Diidroxi-beiera-2,15-dien-1-ona	 (1R,4R,9R,10R,13R)-7-hydroxy-13-(hydroxymethyl)- 5,5,9- trimethyltetracyclo[11.2.1.0^{1,10}.0^{4,9}]hexadeca- 6,14-dien-8-one 	ERYTHROXYLACEAE	Erythroxylum microphyllum A. St.-Hil.	[H]OC1=C([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]34C([H])=C([H])[C@](C([H])([H])O[H])(C3([H])[H])C([H])([H])C([H])([H])[C@@]4([H])[C@@]2(C1=O)C([H])([H])[H]	3	2	No Information.	Distribui-se pelos estados do Distrito Federal, Grande do Sul, Santa Catarina, São Paulo, Minas Gerais, Rio de Janeiro, Argentina, Bolívia e Paraguai. Ocorre em locais abertos, ensolarados, margem de estradas, terrenos constantemente queimados, campos, campos rupestres e áreas de cerrado (s.I.).	Molecules\VE0WTA0SI.mol	316441	C20H28O3	3008	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fitoquimica e atividade biológica. Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 206.	2013-48-25	2014-27-30	16:17:36	Natural
VE0YTA0SI	Tropacocaina	(1R,3S,5S)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl  benzoate 	ERYTHROXYLACEAE	Erythroxylum pelleterianum A. St.-Hil.	[H]C1=C([H])C([H])=C(C([H])=C1[H])C(=O)O[C@@]1([H])C([H])([H])[C@@]2([H])N(C([H])([H])[H])[C@]([H])(C([H])([H])C2([H])[H])C1([H])[H]	3	0	No Information.	Distribui-se pelos estados da Bahia, Goiás, Mato Grosso do Sul, Minas Gerais, Paraná, Rio de Janeiro, Rio Grande do Sul, São Paulo, Paraguai, Uruguai, Argentina. Ocorre em áreas de cerrado (s.I.), mata mesófila semidecídua, matas ciliares e capoeiras.	Molecules\VE0YTA0SI.mol	245322	C15H19NO2	2905	LUCCHESE, Angélica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fitoquimica e atividade biológica. Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 208.	2013-48-25	2014-27-30	16:17:50	Natural
VE0ZTA0AF	Euforbol	 (2S,5S,7S,11R,14S,15S)-2,6,6,15-tetramethyl-14- [(2R)-6-methyl-5-methylideneheptan-2- yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec- 1(10)-en-5-ol 	EUPHORBIACEAE	Chamaesyce thymifolia (L.) Millsp.	[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2(C3=C(C([H])([H])C([H])([H])[C@]2([H])C1(C([H])([H])[H])C([H])([H])[H])[C@]1([H])C([H])([H])C([H])([H])[C@@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C(=C([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@]1(C([H])([H])[H])C([H])([H])C3([H])[H])C([H])([H])[H]	1	1	antioxidant and antiviral(HSV-2).	Espécie ruderal, ocorrendo em regiões tropicais e subtropicais.	Molecules\VE0ZTA0AF.mol	426729	C30H50O	8151	LUCCHESE, Angelica Maria; VALE, Ademir Evangelista do et al.. Plantas da caatinga: perfil botânico, fitoquimica e atividade biológica. Recife: Associação das Plantas do Nordeste, IMSEAR, 2006. 297p (Instituto do Milênio do Semi-arido; v.6), pag. 214.	2013-48-25	2014-28-11	10:36:47	Natural
